Result,Sentence
"Sentiment(polarity=0.0, subjectivity=0.0)","
簡單說說一些想法啦

其實關鍵就是再【自然語言處理】嘛

就像理組很多學生最討厭背書

什麼吟詩作對

假裝得很有文化

也討厭再哪邊要跟長輩假掰有禮貌什麼的

連寫公文也要規定一堆有的沒的繁文縟節

整個就是官僚主義下的階級意識--倫理

整天浪費大家時間

現在直接破解嘛

看看論文標題

就像變形金剛一樣


原本以長輩的注意力來看到的可能只是一輛普通的卡車

對 ai 來說

變形成有用的機器人形狀就可以了

以前 google 搜尋是【快】嘛

現在是這個 chatgpt 的 ai 實在 太【狠】了

至於【準】不準？可能還需要人類再次主觀確認

同樣的一篇 ai 產生的文章

每個人看到的重點可能都不盡相同

其實看 ai 繪圖就知道嘛

也就是人類原本可能沒想到的細節部分由 ai 產生

只要會用小畫家


ai 可以幫你變形成接近專業繪師的水準

總之就是可以不用再花太多時間精力在魔鬼細節上面

也就是重複性工作交給 ai 處理可以大大提升工作產能

一人當十個人用

我要打十個

ai 說：不夠不夠

你可以打一百個


夠狂吧？

嘻嘻

這就是老闆要的啦 end

--
    創意.問題解決.真偽.自發性
           自尊.自信.成就感
        
      
       空氣.水.食物.住所
   

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
幾年前看李開復的書
其實是半信半疑的
電腦不可能取代人類的
但是電腦可以取代部分人類的
書中舉放射科醫生為例子
當電腦判別癌症能力比平均醫生高
只會留下少數精英的放射科醫生
早上我在練習深度學習knn
類似畢氏定理公式
影片類別分類的python
使用google colab怎樣跑都不過
想說chatgpt你不是很猛
拿錯誤的code複製貼上問
回答的code跑colab竟然過了
不是書中作者寫錯就是版本差別
chatgpt竟然可以分析
和找出錯誤語法
google工程師測試
它可以考過資工碩士面試題
絕不是唬爛的
不過它是有弱點的
需要大量數據和強大算力
優秀的演算卷積神經網絡學習
和少數精英強化模式
圖靈那時受限機器效能無法做到
如今弱人工智慧能做到只是成本問題
所以要身體健康長命百歲
才有機會看到技術突破的奇異點
強人工智慧不知道何時會發生



----
sent from  on my realme rmx3241

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
nb裁員odm凍人事苦撐　「要人須上簽呈到總字輩」



nb產業逆風未止，從上游晶片到下游品牌，裁員聲浪不斷。台灣nb odm尚未有裁員規畫，
然人事凍結已是常態，在緊縮費用的要求下，增加人手的困難度極高，只能咬牙1個人頂2
、3個人用，若遇到急單，將很傷腦筋。

nb從2022年下半開始進入庫存調整的寒冬期，迄今雖近尾聲，卻尚未結束，尤其各家面對
後續經濟大環境多變狀態，對營運策略均採保守態度，不只嚴控庫存，營運成本也在緊縮
，從英特爾（intel）、微軟（microsoft）到惠普（hp）及戴爾（dell），相繼宣布裁員
。

仁寶總經理翁宗斌表示，初聞美系品牌廠裁員訊息，感到驚訝，然此狀況也應證整體產業
情況，現階段仍然嚴峻，仁寶並未有裁員規畫，然他也坦言，部分業務單位遇缺不補，會
將資源放在具有成長潛力的業務，諸如人工智慧（ai）、5g、車用等。

緯創2023年初傳有人員異動。公司表示，2022年12月22日決議整合緯創科技與緯創智能，
相關被調整的事業部門員工接受轉調意願詢問，並安排受訓，然仍有員工考量生涯規畫後
流失，此與外商集團大規模裁員的狀況並不相同。緯創也表示，正持續擴大ai及軟體開發
人員。

業界指出，遇缺不補為業界常態，尤其是屬於成熟的nb產品線。過去2年在nb正熱時，也
一度缺才孔急，主要缺乏研發人員，然當時半導體也很夯，且薪資條件遠勝於nb odm可開
的價碼，如今整體科技產業在下墜，odm也無法置身事外，緊縮人事勢在必行。

業界透露，現在odm都在人事凍結，若要增加人手，還需要上簽呈到「總字輩」才有機會
放缺，難度極高，現階段只能1個人當2、3個人用，若碰到急單就很吃緊，資源必須儘量
用在刀口上，並且要想盡辦法避免意外出現，否則要補坑又沒人手，就很傷腦筋。

此外，隨著發展策略轉變或組織變動，人員流動也是常態，比如近期某家odm智慧型手機
業務縮減，其人員就整併到其他部門，或如上述緯創組織人事變動，重複人力自然需要重
新調整。

然nb、手機等消費電子業務疲弱，伺服器、車用等產品線成長仍然強勁，也成odm資源轉
移重點，緯創、英業達及仁寶，都規劃在墨西哥設置新廠或擴大既有產能，主要生產項目
均為伺服器及車用產品。

仁寶預估2023年車用與伺服器都會有雙位數成長，而墨西哥新廠已選好地址，將在墨西哥
北部城市，由於是現有廠房，已經在同步進行工廠認證，預計第3季有業績貢獻，客戶從
傳統車廠到新能源車都有。

除了車電與伺服器之外，5g、ai也都是各家積極投入的領域，尤其是ai，在微軟轉投資的
chatgpt造成熱潮後，讓原本已經大缺的ai研發人員需求更緊俏，odm表示，會積極招聘相
關人員，然能夠找到多少，是未知數

--

緯創的事   算是有提到

近期某家odm智慧型手機業務縮減，其人員就整併到其他部門

這是哪家?

另外

odm廠投入ai要幹啥?   對bom表?  還是申請料號?




--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
中國過去因為升學主義產生了很多

小鎮做題家


這些過程浪費惹許多中國年輕人不少的青春時光

結果反而造成大內捲


人難免都會遇到難以回答的問題而不知所措


即使躺平也解決不了太多問題

但還好科技發達惹

現在 chatgpt 可以輕易回答任何問題

當然也會包括哲學、宗教問題等等

難道人人都想當 seafood 或竹林七賢嗎？


現實中當然不可能

那就不用花費太多時間和精力去思考那些玄虛又難解的問題

那也就不用花錢供俸那些斂財 seafood

當然不可否認

哲學或宗教等等也是人類智慧的結晶

也能化解很多人與人之間的衝突

但現在 chatgpt 也能辦到惹

譬如像這樣惹人厭的問題



也都輕鬆快速地有了解答

對中國社會來說也是好事一樁

畢竟和諧社會剛好就是中國努力追求的目標之一

很符合中國的市場需求

--
    創意.問題解決.真偽.自發性
           自尊.自信.成就感
        
      
       空氣.水.食物.住所
   

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","

ai不至於取代醫生啦  但肯定會對醫生的訓練造成很大的改變

傳統上醫生要過目不忘 飽讀醫學文獻、融會貫通  這部分未來幾乎都可以被
chatgpt之類的ai所取代

但如果要觸診、開刀這種的  光ai是沒有屁用的

所以未來醫生的訓練應該會著重在 手的靈巧度 跟  資訊科技使用能力



--

有搞頭 不過這比 lv5自動駕駛普及化 還難  至少還要好幾十年才有可能成熟吧

不過現在沒有ai的達文西，一套就要台幣一億了. 未來有ai能自己開刀且考慮通膨搞不
好一台要10億也不奇怪

在台灣要訓練一個醫生，從他出生到可以幫你動刀 的訓練養成成本 應該遠比10億便宜
吧?

"
"Sentiment(polarity=0.0, subjectivity=0.0)","
chatgpt

這東西哪有什麼ai阿，不就把搜尋引擎可以找到的東西，拿來八股起承轉合一下，

這東西也能吹我真的是受不了

各領域專業的只要上去打一些自己專業的問題就知道這種根本就廢物一個而已

網路找不到的東西，他什麼毛都吐不出來，吐不出來就說，抱歉我是語言模型

對啦，本就語言模型阿，就搜尋引擎的加強版而已，還模型咧

醫療這種東西，就是那種google根本很難找到正確答案的東西，所以ai如果去照本宣科

在那邊條列1~5種可能，早就死人了

這也是醫生超超超級討厭民眾自己去網路找一些阿貓阿狗的資料，然後去跟醫生討論，

會讓內行的醫生覺得被污辱到。

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","

我之前在醫療相關工業電腦與螢幕業界做過
雖然沒有和太多醫生聊過天，不過一些業界消息是有閒聊到的
簡單說，除非有神人真的已經把過去一百年的案例分析全部輸入電腦
然後電腦的ai可以做到100% (注意不是99.7%「僅」6 sigma喔)
不然不會有任何一個醫生會以職業生涯跟你賭
同樣的，也不會有任何廠商或是工程師跟你賭
因為你處理的是人命，不是bug


坦白講你這句話，我覺得是在打自己臉了...
chatgpt已經是個複雜的東西了，結果轉到醫學上面卻是「因為醫學有sop」?
所以chatgpt可以解決醫學的問題?
我遇過的所有醫生，還真的沒有人敢說「sop」這件事情，除非他已經下過診斷
這邊可以參考蒼藍鴿的影片

我看完是覺得...我還是乖乖繳掛號費去看醫生比較實際


這邊就離題了，先回到主題: 工科超越醫科?
我只覺得這個問題是假議題，因為沒有誰超越誰而是相輔相成的結果
就像鄉民很愛戰的文組 vs. 理組
小弟是商管出身的pm，所以我絕對不會說我可以電爆每個工程師
相對而言，我也不覺得每個工程師面對客戶都可以比我好
多的是在客戶面前講不出話，或是讓客戶在開會中直接爆氣的白目
那為何工科就可以驟下定論可以電爆醫科呢?
其實還是術業有專攻，而我遇過的醫師也認同工程師有他們的職業素養在
醫學ai很大部分的創新，也是工程師和醫師互相腦力激盪的結果
回歸到本質上，是互相補足而非互相歧視

前面有幾位大大已經清楚說明了這個命題
我簡單補充幾個跟ai討論有關的連結
只能說現階段還沒有「誰取代誰」的問題
但最後的決定權還是在醫師手上，這也是比我們聰明的專家學者們現階段給出的最佳解
至於未來? 或許你我早已是過往雲煙了呢...


   

   我聽到的案例，大多都是訓練好的ai model「協助」醫師將可疑的病灶標出
   醫師再根據已經標出的病灶進行判讀，而不是過往一張x光片大海撈針
   當然ai可能有失誤的部分，不過在目前ai model越趨成熟的情況下
   確實可以大幅縮減放射科醫師誤診的機率，也增加他們工作的效率與診斷品質
   甚至還可以幫助醫師看到人眼無法發現的病灶


   

   這篇寫得算蠻淺顯易懂，每張片子拍出來，ai都可以在幾秒內幫你把病灶圈出來
   只是最後誰在上面畫押名字? 還是得靠每一位放射科醫師
   但是現實生活中不只是技術能力的二分法，更多的是倫理道德和現實情況的兩難
   裡面有個例子舉得很好：
   假設你是ai公司的工程師，結果你發現有重大bug會鬧出人命
   但高層決定視而不見時，你會為了良知還是你的飯碗而戰呢?
   (可以參考福特pinto車的經典案例 )


   

   這篇是我覺得是蠻中肯的小結論
   
   之前我聽過的case，就像自駕車一樣是還沒有醫生敢大膽到全部用ai去工作
   但是一部分的診斷已經使用ai，並且是在醫生監督之下進行
   有點類似資深醫生「帶」實習醫生的做法，不過他們改帶「ai model」就是了

   過程中設備之優化與debug，也一定要立刻有工程師現場支援
   所以就有聽說工程師駐點一個多月回不了家，因為都要現場支援debug


最後使用那個經典的機師笑話做小結
雖然飛機都有自動駕駛，但你一定希望發生問題的時候，坐在駕駛艙的是機師而非猴子
對吧?

--

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
小弟是跑救護車的，有跟醫生聊過天，

大學本科是電子，班上大部分同學都在本行，

對於這個議題，我個人的想法是，

醫生先。



因為醫學有sop，但是工科除了產線以外，基本沒有流程，

就像腹痛就x-ray、抽三管，其他看數值再討論，

你把過去一百年的案例分析全部輸入電腦，

他的判讀能力會比權威還權威，

但是工科商品、需求日新月異，每個都要新設計，

有人說chatgpt可以取代程式工程師，

但是重點是，沒人設計！

電腦不是人，無法了解人操作遇到的困難！



然而chatgpt只要跟人溝通能力再強一點，

他可以明確的決定要做什麼檢查，

再依照數值決定怎麼診斷、治療，

我是覺得會比電子業快！



至於薪資的問題，最關鍵是台灣有醫科人數總額限制，

就是每年醫學系總收多少人，人少當然薪資高！



你想為什麼不讓國外的醫科生回來？

如果是懷疑技術有問題，那透過證照考試就好，

考的過就給照，這很簡單，

不這麼做的原因…



我覺得根本問題是，吃到在任者的權益。







--
sent from nptt on my iphone 12 pro max

--
我認為這是人本身需要進步，不是要機器適應你，

你不能接受，okay，那妳可以換間醫院，跟現在一樣。

我認為機器是救八成的人，就像sop 也是替八成的患者做的，

這八成救起來了，我們再討論其他的兩成。
所以我認為跟人實際接觸的工作也許會慢一點，像是護理師，

但是，醫生就抽血看數據、看照片進行判讀，這我覺得會快。
沒錯，但是，機器學習的絕對比人類快，

就像我說的，如果把過去一百年的案例都輸入，機器的判讀會比權威還權威，

有人說，一百年怎麼輸入？我覺得也沒錯，

那就輸入有健保開始之後的案例好了。這就簡單多了。

我覺得視聽扣觸這些理學檢查，沒有各項醫學檢查這麼權威，

雖然我知道有些前輩的理學檢查很強，但是，我覺得這太難傳承，

最後，失傳的機會很高，大家還是會直接抽血照照片就好。
也許肚子餓了。xd
我沒有期待全面開放，我只是討論這個狀況而已。

在討論全面開放，就等於又開副本了。

還請前輩說明。
這時間會改變的。
美國開放lv3 囉。

我覺得他真有種。xd
這是我們人類自己的想法，我覺得。

就想你說他救活後，生活可不可以自理，還是臥病在床，這都是人類自己的想法，

如果純從醫學上面來做討論，不能自理，還是救的活，

但是今天我們純粹從電腦可不可以取代做討論的話，我覺得可以。
電腦記憶的功能比人類強多了。所以再多文獻，人類會受不了，電腦不會。
如果我是醫學電腦的sop，第一個就是止血，在常態各項檢查即可。

他不用去在乎是瀑布還是小溪....
回到我剛剛說的，就抽血常態性檢查，再排x-ray。

也就是都做，再依照結果決定下面怎麼走。
所以我覺得這跟武功祕笈很像，要跟到對的老師，學到對的方法，還要有天分？

但是電腦搞不好資料進去就打贏八成的醫生了，

我是覺得這樣就夠了，他只要取代家庭醫生就好。

你要直接醫學中心／名醫，就加錢。

開車會，emt 不會。

我認為他不需要分辨氣味，分辨氣味只是為了決定接下來診斷的方向，

電腦一定是全部檢查都做，一次結束。
因為人少，經驗少，醫師就容易不夠敏感。電腦不會。

所以連你都救不回來了，電腦救不回來似乎也還好？

換句話來說，你這救不回來的經驗，你也很難傳承給學弟，

電腦不一樣，有一台發生過，這個data就直接傳給每一台。


其實我也是一樣，帶我們的主治，有一次也是沒救回來，看著那個病例失神了一個下午。

是後悔，因為該有的檢查都有做，但是也許就是沒聯想到他可能有一些罕見疾病...

不用我教會ai阿，教會他的絕對是該領域的佼佼者，

甚至可能是前輩你的老師，再搭配一群天才工程師。

怎麼會是我呢？小弟才疏學淺，還是私立畢業的，

但是就算私立畢業的，我還是看的到這個未來，我相信前輩您也可以。

我沒有想挑戰誰，我只是提出我的想法，我認為會成真的事情。

如果機器研發成真的話，那個利潤有多高你知道嗎？

真躺三輩子都花不完....



還開甚麼醫院，救護車就是診所！

可以診斷，可以開藥，還順便送妳回家。

請尊重跑救護車的同仁，講句坦白的，誰都有機會上車的。

波波被禁了。

過去的沒有，新的被禁了。因為不朔及既往。
好像會耶。

應該說，一定要會。

我重申，我沒有針對工程師跟醫師做比較，我只是提出我自己觀察到的、想到的而已。

大家可以質疑，相對我們也可以討論，

就像氣味，有板友就表示機器的sensor絕對比人的更強更準更耐用，

這未來也許就像現在的機器視覺一樣是顯學，只是時間早晚。
這你就錯了，台灣不認的醫科生是不互相承認的醫科，

就是他們不認我們的學歷，我就不認他們的，跟醫療體系沒有關係。

這我沒有。
"
"Sentiment(polarity=0.5, subjectivity=0.5)","
你太低估醫師和藥師的工作了

多數工作ai確實和人差不多
但是遇到複雜情況 歷史資料有限時 ai功能就很有限

例如 必須使用腎臟代謝的藥物在腎功能不好的病人
就必須密集追蹤 各種指數 動態調整
ai目前很難做到這類複雜多維度的命令

就跟自駕車一樣
即使ai 99% ok  剩下的1%才是真的挑戰
在有限的資料或訓練次數 人腦仍然遠遠超過ai

你玩chatgpt就會知道
複雜具體一點的問題 表現都不是很好
比較適合做第一線 但不適合做最後決定

--
有臨床藥師 就算線上藥師也有包藥以外的工作
"
"Sentiment(polarity=0.0, subjectivity=0.0)","

我是不知道為什麼科技版那麼愛拿科技業跟醫師去比較

好像非要證明科技業出路更好似的

事實擺在那邊: 只有老二會拼命想證明自己不輸大哥

你看從高中到大學

是不是只有第二第三志願在拼命強調自己跟第一志願落差有多小多小

現實就是科技業的高標豬屎屋

待遇上最多到醫生的均標

你要是再加上社會地位/生活平衡/職涯穩定性

那更是被甩的慘不忍睹

所以說醫生的小孩幾乎都拚重考醫科

理工科有多少人要求小孩唸理工?

然後拿人家比真的讓人家看笑話

就算一線豬屎屋 考大學的時候有多少人分數上得了醫科?

1%都不到好嗎

科技業整天在拿醫師來比較

就跟8+9開c300然後ig發鈔票圖告訴你他放貸/直銷賺多少多少一樣

妳各位羨慕過國中的+9同學現在開c300嗎?





回到主題

為什麼一直以為醫科就是一直背?

好像理工最專業似的

學醫學經濟學法律學商管的都是沒知識的廢物

賣鬧啦有沒有看過醫科的同學念書多累

真的以為人家都沒有know how只要一直背就可以了啊?

拿看診說嘴就跟說修電腦不也是先重灌再說

重灌不了再換零件去tune

人家看診你覺得簡單

有沒有想過他容錯率多低?




退一萬步來講

怎麼樣都是科技業的開發流程更容易被取代啦

很簡單 因為發展ai一定從這裡開始嘗試取代人類

先給ai畫apr看看

成效很差會怎樣? 沒怎樣就一顆ic沒法賣而已

不然就是feature閹割閹割 了不起賺少一點

但是醫生勒?

有多少人願意給ai看病?

誤判了那是人命餒

看錯了你以為軟體公司會賠償你嗎?





一個chatgpt出來

還真的有台灣科技業的跑去覺得是工科之光

別蹭了好嗎

人家矽谷的軟體高手寫這種工具就是取代亞洲工程師用的



--


--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
認真討論，不是戰學歷。

醫科最後要做的routine:
問診 - 開藥 - 開刀

前幾年，deep learning 火熱時，
醫療這塊領域被討論的最多。
但是沒有一個實例讓人更近一步看到下一個階段。
一些聊天機器人，罐頭式的回應更是潑人冷水…

但是今天的 chatgpt, 它的表現好到驚人。
「問診-開藥」，交給ai來做看起來是沒有問題的。
只要國際組織能訂出嚴格的標準，
通過標準規範的ai才能執業，
就不再需要那麼多的一線醫生，
也不會再有藥廠黑絲女業務陪老爹玩了。

喔
我是唐龍，不是唐鳳。
所以我不會想到用ai點麵線。



--
sent from nptt on my iphone

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
話說chatgpt橫空一出
居然也能寫verilog
簡單打幾句關鍵字
寫得又快又好
改天能繞apr也不意外
等到台廠高層老害發現這件驚人事實後
數位rd是不是挫勒但
現在重讀電子學改作類比應該還來得及吧

--

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","

  今天在網路上看到的一張圖

  

  s&p 500企業每賺100萬美元營收所需要的員工數目

  從1990年代平均要7人  到現在只要2人  (不過不曉得有沒計入通膨?)

  未來如果ai更強大  類似chatgpt之類的ai來增加工作效率與產出

  說不定這趨勢會持續  公司所需要的人數更少

  將來會不會很多人不需要工作?  或是找不到工作?


圖片來源:


--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
ai和機器人正取代白領和藍領的工作，預計2025年將取代8500萬個工作職位



ai正在取代白領階級的工作，且ai機器人也正在取代藍領階級的工作。根據世界經濟論壇
最新的預測顯示，到2025年，ai將取代全球8500萬個工作職位。根據餐廳顧問公司aaron
allen & associates的預測，在某種程度上，未來多達82%的餐廳職位可能會被機器人取
代。

對於藍領工人來說，企業主正在努力尋找工人並渴望將員工從無聊、重複的工作中解放出
來，例如：快餐連鎖店正在他們的廚房中添加機器人。miso robotics透過使用ai、電腦
視覺技術和機械手臂而設計出的flippy 2，已部署到 chipotle、white castle和wing
zone。

在全美餐廳white castle表示，它將計劃增加100個flippy機器人，擔負其全國餐廳的油
炸站中的工作。簡單來說，機器人取代人力已經是零售餐飲業正在發生的事情，是潮流也
已成定局。問題是，未來會以什麼樣的速度和什麼樣的形式改變世界。

科技行銷機構codeword宣布，他們最新的實習生不是真人，而是完全使用電腦生成的軟體
進行相關運作。對於新的ai工具將如何與codeword的創意團隊整合，有很多討論、恐懼和
炒作發生，但是作為一家橫跨創意和科技領域的機構，他們希望探索人類與ai的合作方式
，並可以從這個實驗中學習。

雖然世界經濟論壇認為ai會取代人類工作，但也會創造出工作機會，其預計未來幾年內ai
將創造出9700萬個新工作崗位。這個涵義是，即使ai會讓整個人類社會的工作型態做出轉
變，有些工作職位會消失，但也會有些新工作職位產生。

對於餐飲業來說，近年來由於勞動力短缺迫使餐館老闆必須提供更高的工資以吸引更多員
工，再加上不斷上漲的食品成本，導致餐館經營不善且難以維持生計。 透過自動化就可
以解決這一問題。

根據研究，自動化可以為美國快餐店節省超過120億美元的年薪。不過，餐飲研究公司認
為，即使趨勢是如此，目前餐廳仍然是一個勞動密集型、勞動驅動的產業。對於在餐廳工
作的人來說，短期雖不至於失業，但是有長期隱憂的。

同樣的ai實習生正在取代白領階級工作也是如此。過去的自動化浪潮以入門級工作為目標
。但像chatgpt和dall-e 2這樣的生成式ai系統引起了知識工作者的恐懼，包括那些在最
高管理層中的人。因此，人類必須明白，ai和機器人正在取代許多工作型態。


--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","


中國chatgpt概念股大漲 百度也要推出

2023/2/7 16:18

（中央社台北7日電）ai聊天機器人應用程式chatgpt爆紅後，在中國掀起追捧熱潮。
chatgpt概念股近期在a股持續大漲，網路巨頭百度也將在3月推出類似chatgpt的應用，取
名為「文心一言」。

百度官方今天宣布，將推出大模型新專案「文心一言」，英文名ernie bot。

百度稱，在人工智慧4層架構中，有全棧佈局。「文心一言」位於模型層。基於公司在人
工智慧領域深耕數十年，擁有產業級知識增強文心大模型ernie，具備跨模態、跨語言的
深度語義理解與生成能力。

據每日經濟新聞報導，百度將在3月完成內測，向公眾開放。目前，「文心一言」在做上
線前的準備。2022年9月，百度ceo李彥宏曾判斷人工智慧發展在「技術層面和商業應用層
面，都有方向性改變」。

百度官宣後，股價今天在香港股市應聲大漲，收盤漲逾15%，股價創2022年2月以來新高。

報導引述哈爾濱工業大學計算學部教授車萬翔認為，百度有「很強的技術實力和深厚的技
術積累」，只要下定決心投入更多的資源，做出中國國產的chatgpt是水到渠成的事。

此外，中國大陸a股還有眾多chatgpt概念股，如科大訊飛、天源迪科、昆侖萬維、榮聯科
技等，近期股價持續大漲，今天也多收紅。其中，漢王科技已經連續爆出6個跳空漲停，
雲從科技6天也連攻3個漲停。

對於chatgpt走紅，在中國引發資本市場的強烈關注，澎湃新聞引述長城基金基金經理趙
鳳飛表示，chatgpt的大熱是源於其驚豔的用戶體驗，由於人工智慧技術的進步在很大程
度上會改變人們的生活，因此該領域的每一次重大突破，都會引起全社會的廣泛關注，在
a股市場掀起相關概念股的上漲浪潮，應該也是順理成章。

上游方面，趙鳳飛看好與chatgpt相關度較高的擁有傳統自然語言處理（nlp）技術的上市
公司；此外，業內也點名看好ai處理器、演算法方面的上市公司。

不過，趙鳳飛提醒投資者，縱觀人工智慧發展的歷史，每當有新的技術突破，並帶動一些
創新應用場景時，公眾對ai的預期往往就會很高。但是，底層技術尤其是演算法的進步，
具有很大的不確定性和不可控性，人們往往容易對ai技術的兌現節奏過於樂觀，這是短期
最大的風險。（編輯：楊昇儒/邱國強）1120207

#百度 #趙鳳飛 #chatgpt

--
佛教經典的
是  是菩薩成佛之道
         是 佛經
  是 佛        是 菩薩



--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
chatgpt通過google面試　年薪相當550萬google初階工程師



根據《cnbc》報導，google內部文件透露，為了研究如何利用人工智能聊天機械人提升用戶
在 google上搜尋資料的速度，google曾與chatgpt 進行模擬「面試」，面試結果顯示，其
編製程式的能力可媲美公司的三級工程師，該職位的平均年薪更可達18.3萬美元。

根據美國社會安全署（ssa）統計，美國民眾2021年平均年薪為5萬3383美元，年薪中位數為
3萬4612美元。

google的三級工程師雖然只屬初階工程師，主要投考的都是應屆畢業生或首次從事程式編製
工作的人，但想要獲得這個級別的資格也非易事，申請者除了要對程式編製有深入的理解，
還要了解 google的運作方式。

google的軟件工程師面試中，主要考核的是應試者的技術水平，換言之，通過考核的chatgp
t，編程能力已至少有大學畢業的程度。

外媒曾嘗試向chatgpt 提問它會否取代軟件工程師？得到的回應是chatgpt 不會取代軟件工
程師，因為它只是一個提供協助的工具，不能取代人類軟件工程師的創造力、解決問題的能
力和批判性思考能力，需要人類監督和指導才可以有效運作。

當媒體再問若它繼續進步，是否終有一日可取代人類？chatgpt回應，20年後它或許會影響
低級別的職位，但重申它只是一個協助人類軟件工程師的工具，永遠不能取代人類。



--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
工科超越醫科是指什麼超越？收入嗎？

這麼俗的命題竟然可以戰那麼久，我也是醉了。

台廠豬屎一月營收普遍不好，一二月獎金分紅開獎，普遍哀聲遍野，十年河東十年河西，更
何況科技業大爆發也不過是這兩年的事，連十年都沒有。台灣半導體技術和規模真的能出來
吹說是世界級的公司，大概就台積電和聯發科而已，其他摸著良心自問，技術真的有強到哪
去嗎

套句台籃最近很紅的一句話，賺點小錢屁股就翹起來啦。

為什麼像chatgpt這種跨時代的ai，都不是台灣科技業玩的出來的。不是連國小生都在寫程
式了嗎

而台灣的醫療體系和臨床技術，很多早就是全世界牛耳的地位，都不知道有成千上萬因此受
惠。肝臟移植、心臟手外科等等，多項評比都評價台灣醫療亞洲第一，甚至世界第三。除了
特別的健保制度外，當然還仰賴經過嚴格醫學訓練的醫師。

人外有人天外有天，真的，不要活在自己的井裡沾沾自喜了。

--
"
"Sentiment(polarity=0.0, subjectivity=0.0)","
講到自由 chatgpt一樣有言論審查啊

假設我想了解犯罪率和種族之間的關係

chatgpt就直接拒答



強調這個很複雜

兩邊都有言論審查 只是一個是sjw 一個是共產黨

--
"
